cbsa,metro_name,yr,qtr,index_nsa,index_sa
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020,1,476.84,476.26
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020,2,487.91,477.03
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020,3,507.59,502.85
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020,4,514.82,521.68
38900,"Portland-Vancouver-Hillsboro, OR-WA",2021,1,540.99,540.24
38900,"Portland-Vancouver-Hillsboro, OR-WA",2021,2,577.81,563.95
38900,"Portland-Vancouver-Hillsboro, OR-WA",2021,3,592.53,587.28
38900,"Portland-Vancouver-Hillsboro, OR-WA",2021,4,599.08,607.75
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022,1,636.95,636.42
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022,2,656.92,640.01
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022,3,631.19,625.6
38900,"Portland-Vancouver-Hillsboro, OR-WA",2022,4,609.43,619.08
38900,"Portland-Vancouver-Hillsboro, OR-WA",2023,1,610.14,609.73
38900,"Portland-Vancouver-Hillsboro, OR-WA",2023,2,639.37,622.16
38900,"Portland-Vancouver-Hillsboro, OR-WA",2023,3,635.63,629.98
39300,"Providence-Warwick, RI-MA",1991,1,100,100
39300,"Providence-Warwick, RI-MA",1991,2,97.86,97.83
39300,"Providence-Warwick, RI-MA",1991,3,96.63,96.16
39300,"Providence-Warwick, RI-MA",1991,4,97.01,96.23
39300,"Providence-Warwick, RI-MA",1992,1,96.19,96.22
39300,"Providence-Warwick, RI-MA",1992,2,94.59,94.49
39300,"Providence-Warwick, RI-MA",1992,3,95.4,94.95
39300,"Providence-Warwick, RI-MA",1992,4,96.87,96.12
39300,"Providence-Warwick, RI-MA",1993,1,93.96,94.08
39300,"Providence-Warwick, RI-MA",1993,2,93.87,93.66
39300,"Providence-Warwick, RI-MA",1993,3,94.41,93.93
39300,"Providence-Warwick, RI-MA",1993,4,94.13,93.48
39300,"Providence-Warwick, RI-MA",1994,1,93.8,94.01
39300,"Providence-Warwick, RI-MA",1994,2,95.04,94.69
39300,"Providence-Warwick, RI-MA",1994,3,94.61,94.06
39300,"Providence-Warwick, RI-MA",1994,4,94.17,93.64
39300,"Providence-Warwick, RI-MA",1995,1,93.62,93.92
39300,"Providence-Warwick, RI-MA",1995,2,94.16,93.66
39300,"Providence-Warwick, RI-MA",1995,3,93.77,93.17
39300,"Providence-Warwick, RI-MA",1995,4,94.37,93.95
39300,"Providence-Warwick, RI-MA",1996,1,93.1,93.46
39300,"Providence-Warwick, RI-MA",1996,2,94.57,93.98
39300,"Providence-Warwick, RI-MA",1996,3,95.03,94.35
39300,"Providence-Warwick, RI-MA",1996,4,94.33,93.98
39300,"Providence-Warwick, RI-MA",1997,1,94.62,95.06
39300,"Providence-Warwick, RI-MA",1997,2,95.51,94.88
39300,"Providence-Warwick, RI-MA",1997,3,96.23,95.44
39300,"Providence-Warwick, RI-MA",1997,4,96.31,95.98
39300,"Providence-Warwick, RI-MA",1998,1,97.12,97.65
39300,"Providence-Warwick, RI-MA",1998,2,100.38,99.77
39300,"Providence-Warwick, RI-MA",1998,3,101.46,100.49
39300,"Providence-Warwick, RI-MA",1998,4,102.78,102.44
39300,"Providence-Warwick, RI-MA",1999,1,103.67,104.33
39300,"Providence-Warwick, RI-MA",1999,2,106.81,106.2
39300,"Providence-Warwick, RI-MA",1999,3,110.36,109.17
39300,"Providence-Warwick, RI-MA",1999,4,112.07,111.68
39300,"Providence-Warwick, RI-MA",2000,1,112.79,113.57
39300,"Providence-Warwick, RI-MA",2000,2,119.67,119.08
39300,"Providence-Warwick, RI-MA",2000,3,123.83,122.4
39300,"Providence-Warwick, RI-MA",2000,4,126.8,126.3
39300,"Providence-Warwick, RI-MA",2001,1,129.15,130.08
39300,"Providence-Warwick, RI-MA",2001,2,135.83,135.27
39300,"Providence-Warwick, RI-MA",2001,3,141.99,140.28
39300,"Providence-Warwick, RI-MA",2001,4,146.2,145.59
39300,"Providence-Warwick, RI-MA",2002,1,150.9,151.98
39300,"Providence-Warwick, RI-MA",2002,2,159.32,158.75
39300,"Providence-Warwick, RI-MA",2002,3,168.57,166.49
39300,"Providence-Warwick, RI-MA",2002,4,173.97,173.26
39300,"Providence-Warwick, RI-MA",2003,1,178.73,180
39300,"Providence-Warwick, RI-MA",2003,2,186.8,186.07
39300,"Providence-Warwick, RI-MA",2003,3,194.6,192.27
39300,"Providence-Warwick, RI-MA",2003,4,201.85,201.03
39300,"Providence-Warwick, RI-MA",2004,1,206.95,208.5
39300,"Providence-Warwick, RI-MA",2004,2,215.85,214.72
39300,"Providence-Warwick, RI-MA",2004,3,226.14,223.64
39300,"Providence-Warwick, RI-MA",2004,4,227.77,226.86
39300,"Providence-Warwick, RI-MA",2005,1,234.61,236.55
39300,"Providence-Warwick, RI-MA",2005,2,240.16,238.38
39300,"Providence-Warwick, RI-MA",2005,3,244.16,241.76
39300,"Providence-Warwick, RI-MA",2005,4,242.75,241.81
39300,"Providence-Warwick, RI-MA",2006,1,239.93,242.15
39300,"Providence-Warwick, RI-MA",2006,2,243.46,241.11
39300,"Providence-Warwick, RI-MA",2006,3,239.12,237.06
39300,"Providence-Warwick, RI-MA",2006,4,236.17,235.24
39300,"Providence-Warwick, RI-MA",2007,1,228.11,230.43
39300,"Providence-Warwick, RI-MA",2007,2,233.02,230.44
39300,"Providence-Warwick, RI-MA",2007,3,228.95,227.12
39300,"Providence-Warwick, RI-MA",2007,4,223.45,222.48
39300,"Providence-Warwick, RI-MA",2008,1,215.25,217.68
39300,"Providence-Warwick, RI-MA",2008,2,213.43,210.88
39300,"Providence-Warwick, RI-MA",2008,3,203.41,201.87
39300,"Providence-Warwick, RI-MA",2008,4,199.22,198.19
39300,"Providence-Warwick, RI-MA",2009,1,200.98,203.43
39300,"Providence-Warwick, RI-MA",2009,2,194.16,191.85
39300,"Providence-Warwick, RI-MA",2009,3,196.52,194.97
39300,"Providence-Warwick, RI-MA",2009,4,193.99,192.89
39300,"Providence-Warwick, RI-MA",2010,1,187.07,189.48
39300,"Providence-Warwick, RI-MA",2010,2,189.11,186.9
39300,"Providence-Warwick, RI-MA",2010,3,191.14,189.52
39300,"Providence-Warwick, RI-MA",2010,4,186.81,185.73
39300,"Providence-Warwick, RI-MA",2011,1,179.35,181.74
39300,"Providence-Warwick, RI-MA",2011,2,182.03,179.97
39300,"Providence-Warwick, RI-MA",2011,3,178.09,176.41
39300,"Providence-Warwick, RI-MA",2011,4,178.79,177.83
39300,"Providence-Warwick, RI-MA",2012,1,174.42,176.8
39300,"Providence-Warwick, RI-MA",2012,2,177.96,175.91
39300,"Providence-Warwick, RI-MA",2012,3,178.19,176.42
39300,"Providence-Warwick, RI-MA",2012,4,177.65,176.82
39300,"Providence-Warwick, RI-MA",2013,1,177.09,179.44
39300,"Providence-Warwick, RI-MA",2013,2,185.37,183.27
39300,"Providence-Warwick, RI-MA",2013,3,186.41,184.43
39300,"Providence-Warwick, RI-MA",2013,4,185.43,184.79
39300,"Providence-Warwick, RI-MA",2014,1,188.08,190.43
39300,"Providence-Warwick, RI-MA",2014,2,190.88,188.75
39300,"Providence-Warwick, RI-MA",2014,3,194.28,192.13
39300,"Providence-Warwick, RI-MA",2014,4,194.43,193.99
39300,"Providence-Warwick, RI-MA",2015,1,193.18,195.36
39300,"Providence-Warwick, RI-MA",2015,2,198.27,196.2
39300,"Providence-Warwick, RI-MA",2015,3,201.33,198.91
39300,"Providence-Warwick, RI-MA",2015,4,201.44,201.24
39300,"Providence-Warwick, RI-MA",2016,1,200.76,202.85
39300,"Providence-Warwick, RI-MA",2016,2,207,204.89
39300,"Providence-Warwick, RI-MA",2016,3,211.02,208.41
39300,"Providence-Warwick, RI-MA",2016,4,212.54,212.52
39300,"Providence-Warwick, RI-MA",2017,1,213.94,215.95
39300,"Providence-Warwick, RI-MA",2017,2,224.11,221.89
39300,"Providence-Warwick, RI-MA",2017,3,226.11,223.34
39300,"Providence-Warwick, RI-MA",2017,4,226.72,226.76
39300,"Providence-Warwick, RI-MA",2018,1,230.5,232.62
39300,"Providence-Warwick, RI-MA",2018,2,237.96,235.45
39300,"Providence-Warwick, RI-MA",2018,3,242.34,239.49
39300,"Providence-Warwick, RI-MA",2018,4,239.38,239.57
39300,"Providence-Warwick, RI-MA",2019,1,239.66,241.86
39300,"Providence-Warwick, RI-MA",2019,2,249.02,246.07
39300,"Providence-Warwick, RI-MA",2019,3,252.31,249.44
39300,"Providence-Warwick, RI-MA",2019,4,253.87,254.34
39300,"Providence-Warwick, RI-MA",2020,1,257.54,259.98
39300,"Providence-Warwick, RI-MA",2020,2,260.72,257.13
39300,"Providence-Warwick, RI-MA",2020,3,273.87,270.8
39300,"Providence-Warwick, RI-MA",2020,4,287.88,288.94
39300,"Providence-Warwick, RI-MA",2021,1,295.78,298.54
39300,"Providence-Warwick, RI-MA",2021,2,317.94,313.09
39300,"Providence-Warwick, RI-MA",2021,3,328.66,324.92
39300,"Providence-Warwick, RI-MA",2021,4,333.39,335.18
39300,"Providence-Warwick, RI-MA",2022,1,343.72,346.98
39300,"Providence-Warwick, RI-MA",2022,2,365.63,359.56
39300,"Providence-Warwick, RI-MA",2022,3,363.98,359.63
39300,"Providence-Warwick, RI-MA",2022,4,352.44,354.97
39300,"Providence-Warwick, RI-MA",2023,1,365.09,368.52
39300,"Providence-Warwick, RI-MA",2023,2,383.26,376.62
39300,"Providence-Warwick, RI-MA",2023,3,394.97,389.93
39580,"Raleigh-Cary, NC",1991,1,100,100
39580,"Raleigh-Cary, NC",1991,2,100,100.16
39580,"Raleigh-Cary, NC",1991,3,100.81,100.33
39580,"Raleigh-Cary, NC",1991,4,101.81,101.47
39580,"Raleigh-Cary, NC",1992,1,101.8,101.8
39580,"Raleigh-Cary, NC",1992,2,102.23,102.36
39580,"Raleigh-Cary, NC",1992,3,104.41,103.92
39580,"Raleigh-Cary, NC",1992,4,105.38,105.05
39580,"Raleigh-Cary, NC",1993,1,105.1,105.09
39580,"Raleigh-Cary, NC",1993,2,107.58,107.69
39580,"Raleigh-Cary, NC",1993,3,109.14,108.61
39580,"Raleigh-Cary, NC",1993,4,110.16,109.91
39580,"Raleigh-Cary, NC",1994,1,112.98,112.95
39580,"Raleigh-Cary, NC",1994,2,115.32,115.35
39580,"Raleigh-Cary, NC",1994,3,118.79,118.2
39580,"Raleigh-Cary, NC",1994,4,121.34,121.2
39580,"Raleigh-Cary, NC",1995,1,122.16,122.11
39580,"Raleigh-Cary, NC",1995,2,123.47,123.4
39580,"Raleigh-Cary, NC",1995,3,124.5,123.86
39580,"Raleigh-Cary, NC",1995,4,125.02,125
39580,"Raleigh-Cary, NC",1996,1,126.64,126.6
39580,"Raleigh-Cary, NC",1996,2,127.47,127.27
39580,"Raleigh-Cary, NC",1996,3,129.29,128.65
39580,"Raleigh-Cary, NC",1996,4,128.9,128.92
39580,"Raleigh-Cary, NC",1997,1,130.82,130.82
39580,"Raleigh-Cary, NC",1997,2,132.11,131.83
39580,"Raleigh-Cary, NC",1997,3,132.29,131.62
39580,"Raleigh-Cary, NC",1997,4,135.29,135.32
39580,"Raleigh-Cary, NC",1998,1,134.33,134.43
39580,"Raleigh-Cary, NC",1998,2,136.97,136.6
39580,"Raleigh-Cary, NC",1998,3,138.85,138.15
39580,"Raleigh-Cary, NC",1998,4,139.18,139.17
39580,"Raleigh-Cary, NC",1999,1,141.48,141.72
39580,"Raleigh-Cary, NC",1999,2,143.32,142.87
39580,"Raleigh-Cary, NC",1999,3,144.35,143.56
39580,"Raleigh-Cary, NC",1999,4,145.85,145.86
39580,"Raleigh-Cary, NC",2000,1,145.68,146.04
39580,"Raleigh-Cary, NC",2000,2,147.33,146.8
39580,"Raleigh-Cary, NC",2000,3,149.83,148.93
39580,"Raleigh-Cary, NC",2000,4,151.21,151.28
39580,"Raleigh-Cary, NC",2001,1,149.68,150.14
39580,"Raleigh-Cary, NC",2001,2,153.4,152.8
39580,"Raleigh-Cary, NC",2001,3,154.06,152.99
39580,"Raleigh-Cary, NC",2001,4,153.03,153.23
39580,"Raleigh-Cary, NC",2002,1,153.38,153.9
39580,"Raleigh-Cary, NC",2002,2,155.38,154.73
39580,"Raleigh-Cary, NC",2002,3,156.32,155.08
39580,"Raleigh-Cary, NC",2002,4,154.49,154.83
39580,"Raleigh-Cary, NC",2003,1,155.89,156.5
39580,"Raleigh-Cary, NC",2003,2,157.44,156.71
39580,"Raleigh-Cary, NC",2003,3,159.06,157.66
39580,"Raleigh-Cary, NC",2003,4,157.9,158.37
39580,"Raleigh-Cary, NC",2004,1,159.52,160.25
39580,"Raleigh-Cary, NC",2004,2,163.06,162.21
39580,"Raleigh-Cary, NC",2004,3,165.34,163.74
39580,"Raleigh-Cary, NC",2004,4,165.65,166.22
39580,"Raleigh-Cary, NC",2005,1,167.02,167.99
39580,"Raleigh-Cary, NC",2005,2,169.9,168.88
39580,"Raleigh-Cary, NC",2005,3,175.18,173.33
39580,"Raleigh-Cary, NC",2005,4,176,176.65
39580,"Raleigh-Cary, NC",2006,1,178.88,180.27
39580,"Raleigh-Cary, NC",2006,2,184.3,182.99
39580,"Raleigh-Cary, NC",2006,3,185.99,183.79
39580,"Raleigh-Cary, NC",2006,4,188.53,189.33
39580,"Raleigh-Cary, NC",2007,1,190.26,192.13
39580,"Raleigh-Cary, NC",2007,2,196.14,194.37
39580,"Raleigh-Cary, NC",2007,3,198.76,196.38
39580,"Raleigh-Cary, NC",2007,4,196.27,197.08
39580,"Raleigh-Cary, NC",2008,1,196.02,198.42
39580,"Raleigh-Cary, NC",2008,2,200,197.69
39580,"Raleigh-Cary, NC",2008,3,199,196.77
39580,"Raleigh-Cary, NC",2008,4,191.94,192.72
39580,"Raleigh-Cary, NC",2009,1,187.85,190.39
39580,"Raleigh-Cary, NC",2009,2,194.15,191.53
39580,"Raleigh-Cary, NC",2009,3,195.52,193.56
39580,"Raleigh-Cary, NC",2009,4,189.53,190.27
39580,"Raleigh-Cary, NC",2010,1,185.47,188.07
39580,"Raleigh-Cary, NC",2010,2,188.03,185.23
39580,"Raleigh-Cary, NC",2010,3,181.53,179.84
39580,"Raleigh-Cary, NC",2010,4,184.44,185.38
39580,"Raleigh-Cary, NC",2011,1,176.84,179.1
39580,"Raleigh-Cary, NC",2011,2,184.23,181.37
39580,"Raleigh-Cary, NC",2011,3,175.05,173.52
39580,"Raleigh-Cary, NC",2011,4,180.03,181.24
39580,"Raleigh-Cary, NC",2012,1,180.02,181.99
39580,"Raleigh-Cary, NC",2012,2,182.68,179.79
39580,"Raleigh-Cary, NC",2012,3,185.31,183.73
39580,"Raleigh-Cary, NC",2012,4,181.14,182.78
39580,"Raleigh-Cary, NC",2013,1,182.9,184.39
39580,"Raleigh-Cary, NC",2013,2,191.21,188.33
39580,"Raleigh-Cary, NC",2013,3,193.47,191.73
39580,"Raleigh-Cary, NC",2013,4,190.43,192.54
39580,"Raleigh-Cary, NC",2014,1,195.56,196.78
39580,"Raleigh-Cary, NC",2014,2,200.93,197.99
39580,"Raleigh-Cary, NC",2014,3,199.23,197.38
39580,"Raleigh-Cary, NC",2014,4,196.58,199.04
39580,"Raleigh-Cary, NC",2015,1,202.29,203.23
39580,"Raleigh-Cary, NC",2015,2,209.81,206.82
39580,"Raleigh-Cary, NC",2015,3,214.35,212.43
39580,"Raleigh-Cary, NC",2015,4,214.59,217.3
39580,"Raleigh-Cary, NC",2016,1,219.87,220.75
39580,"Raleigh-Cary, NC",2016,2,227.12,223.95
39580,"Raleigh-Cary, NC",2016,3,229.2,227.31
39580,"Raleigh-Cary, NC",2016,4,229.76,232.48
39580,"Raleigh-Cary, NC",2017,1,234.82,235.62
39580,"Raleigh-Cary, NC",2017,2,245.48,242.26
39580,"Raleigh-Cary, NC",2017,3,244.59,242.72
39580,"Raleigh-Cary, NC",2017,4,243.67,246.22
39580,"Raleigh-Cary, NC",2018,1,249.07,249.98
39580,"Raleigh-Cary, NC",2018,2,257.49,254.24
39580,"Raleigh-Cary, NC",2018,3,262.07,260.15
39580,"Raleigh-Cary, NC",2018,4,259.28,261.78
39580,"Raleigh-Cary, NC",2019,1,267.37,268.47
39580,"Raleigh-Cary, NC",2019,2,275.45,271.8
39580,"Raleigh-Cary, NC",2019,3,279.06,277.2
39580,"Raleigh-Cary, NC",2019,4,279.37,281.97
39580,"Raleigh-Cary, NC",2020,1,284.06,285.53
39580,"Raleigh-Cary, NC",2020,2,293.17,288.74
39580,"Raleigh-Cary, NC",2020,3,299.28,297.53
39580,"Raleigh-Cary, NC",2020,4,311.1,314.1
39580,"Raleigh-Cary, NC",2021,1,321.56,323.62
39580,"Raleigh-Cary, NC",2021,2,344.06,338.03
39580,"Raleigh-Cary, NC",2021,3,372.93,371.07
39580,"Raleigh-Cary, NC",2021,4,386.5,390.32
39580,"Raleigh-Cary, NC",2022,1,414.38,417.68
39580,"Raleigh-Cary, NC",2022,2,442.18,433.37
39580,"Raleigh-Cary, NC",2022,3,431.82,429.83
39580,"Raleigh-Cary, NC",2022,4,423.49,428.03
39580,"Raleigh-Cary, NC",2023,1,424.1,427.87
39580,"Raleigh-Cary, NC",2023,2,449.85,440.13
39580,"Raleigh-Cary, NC",2023,3,448.89,446.81
40060,"Richmond, VA",1991,1,100,100
40060,"Richmond, VA",1991,2,101.83,100.86
40060,"Richmond, VA",1991,3,100.54,99.73
40060,"Richmond, VA",1991,4,102.62,101.37
40060,"Richmond, VA",1992,1,102.58,102.53
40060,"Richmond, VA",1992,2,101.98,101.06
40060,"Richmond, VA",1992,3,103.59,102.74
40060,"Richmond, VA",1992,4,104.1,102.85
40060,"Richmond, VA",1993,1,102.5,102.4
40060,"Richmond, VA",1993,2,104.61,103.71
40060,"Richmond, VA",1993,3,104.92,104.04
40060,"Richmond, VA",1993,4,106.05,104.82
40060,"Richmond, VA",1994,1,105.3,105.11
40060,"Richmond, VA",1994,2,106.67,105.78
40060,"Richmond, VA",1994,3,108.19,107.31
40060,"Richmond, VA",1994,4,108.24,107.02
40060,"Richmond, VA",1995,1,108.77,108.47
40060,"Richmond, VA",1995,2,109.27,108.38
40060,"Richmond, VA",1995,3,110,109.14
40060,"Richmond, VA",1995,4,111.12,109.95
40060,"Richmond, VA",1996,1,110.07,109.64
40060,"Richmond, VA",1996,2,112.52,111.6
40060,"Richmond, VA",1996,3,111.52,110.68
40060,"Richmond, VA",1996,4,113.24,112.12
40060,"Richmond, VA",1997,1,113.74,113.25
40060,"Richmond, VA",1997,2,114.16,113.17
40060,"Richmond, VA",1997,3,114.71,113.82
40060,"Richmond, VA",1997,4,116.56,115.55
40060,"Richmond, VA",1998,1,117.38,116.87
40060,"Richmond, VA",1998,2,118.66,117.53
40060,"Richmond, VA",1998,3,119.51,118.49
40060,"Richmond, VA",1998,4,121.36,120.48
40060,"Richmond, VA",1999,1,123.46,123.02
40060,"Richmond, VA",1999,2,124.47,123.12
40060,"Richmond, VA",1999,3,127.01,125.78
40060,"Richmond, VA",1999,4,127.57,126.87
40060,"Richmond, VA",2000,1,128.48,128.12
40060,"Richmond, VA",2000,2,132.38,130.8
40060,"Richmond, VA",2000,3,133.81,132.35
40060,"Richmond, VA",2000,4,134.02,133.42
40060,"Richmond, VA",2001,1,136.9,136.72
40060,"Richmond, VA",2001,2,140.66,138.77
40060,"Richmond, VA",2001,3,142.37,140.73
40060,"Richmond, VA",2001,4,142.97,142.42
40060,"Richmond, VA",2002,1,144.89,144.83
40060,"Richmond, VA",2002,2,150.46,148.34
40060,"Richmond, VA",2002,3,152.57,150.73
40060,"Richmond, VA",2002,4,154.88,154.32
40060,"Richmond, VA",2003,1,157.49,157.54
40060,"Richmond, VA",2003,2,162.68,160.33
40060,"Richmond, VA",2003,3,166.07,164.02
40060,"Richmond, VA",2003,4,168.5,167.91
40060,"Richmond, VA",2004,1,171.36,171.44
40060,"Richmond, VA",2004,2,179.57,177.01
40060,"Richmond, VA",2004,3,184.35,181.94
40060,"Richmond, VA",2004,4,189.42,188.91
40060,"Richmond, VA",2005,1,194.41,194.43
40060,"Richmond, VA",2005,2,204.39,201.55
40060,"Richmond, VA",2005,3,212.94,209.89
40060,"Richmond, VA",2005,4,217.72,217.45
40060,"Richmond, VA",2006,1,222.77,222.63
40060,"Richmond, VA",2006,2,229.1,226.14
40060,"Richmond, VA",2006,3,232.62,228.78
40060,"Richmond, VA",2006,4,232.77,232.92
40060,"Richmond, VA",2007,1,235.77,235.63
40060,"Richmond, VA",2007,2,241.36,238.21
40060,"Richmond, VA",2007,3,239.92,235.62
40060,"Richmond, VA",2007,4,231.49,231.83
40060,"Richmond, VA",2008,1,232.42,232.77
40060,"Richmond, VA",2008,2,228.34,224.92
40060,"Richmond, VA",2008,3,225.7,221.48
40060,"Richmond, VA",2008,4,214.81,215.14
40060,"Richmond, VA",2009,1,209.79,210.84
40060,"Richmond, VA",2009,2,207.24,203.49
40060,"Richmond, VA",2009,3,213.59,209.58
40060,"Richmond, VA",2009,4,205.81,206.01
40060,"Richmond, VA",2010,1,201.91,203.77
40060,"Richmond, VA",2010,2,205.24,200.89
40060,"Richmond, VA",2010,3,195.43,191.65
40060,"Richmond, VA",2010,4,188.95,189.15
40060,"Richmond, VA",2011,1,181.24,183.55
40060,"Richmond, VA",2011,2,191.11,186.45
40060,"Richmond, VA",2011,3,186.24,182.69
40060,"Richmond, VA",2011,4,184.07,184.24
40060,"Richmond, VA",2012,1,181.12,183.86
40060,"Richmond, VA",2012,2,191.82,186.68
40060,"Richmond, VA",2012,3,195.02,191.4
40060,"Richmond, VA",2012,4,192.62,192.92
40060,"Richmond, VA",2013,1,192.78,195.66
40060,"Richmond, VA",2013,2,202.75,197.21
40060,"Richmond, VA",2013,3,204.39,200.72
40060,"Richmond, VA",2013,4,198.27,198.7
40060,"Richmond, VA",2014,1,199.36,201.89
40060,"Richmond, VA",2014,2,210.26,204.8
40060,"Richmond, VA",2014,3,209,205.31
40060,"Richmond, VA",2014,4,208.77,209.39
40060,"Richmond, VA",2015,1,208.11,210.08
40060,"Richmond, VA",2015,2,217.97,212.67
40060,"Richmond, VA",2015,3,215.07,211.59
40060,"Richmond, VA",2015,4,220.13,220.69
40060,"Richmond, VA",2016,1,217.82,219.33
40060,"Richmond, VA",2016,2,227.61,222.33
40060,"Richmond, VA",2016,3,230.11,226.82
40060,"Richmond, VA",2016,4,230.11,230.51
40060,"Richmond, VA",2017,1,233.62,234.69
40060,"Richmond, VA",2017,2,241.26,235.97
40060,"Richmond, VA",2017,3,243.39,240.25
40060,"Richmond, VA",2017,4,244.59,244.89
40060,"Richmond, VA",2018,1,250.84,251.56
40060,"Richmond, VA",2018,2,256.67,251.15
40060,"Richmond, VA",2018,3,259.86,256.81
40060,"Richmond, VA",2018,4,258.57,259.11
40060,"Richmond, VA",2019,1,258.63,258.82
40060,"Richmond, VA",2019,2,271.75,265.79
40060,"Richmond, VA",2019,3,272.17,269.36
40060,"Richmond, VA",2019,4,273.84,274.76
40060,"Richmond, VA",2020,1,276.92,276.63
40060,"Richmond, VA",2020,2,284.98,278.34
40060,"Richmond, VA",2020,3,294.67,292.13
40060,"Richmond, VA",2020,4,303.01,304.61
40060,"Richmond, VA",2021,1,316.77,315.67
40060,"Richmond, VA",2021,2,338.13,329.99
40060,"Richmond, VA",2021,3,338.64,336.11
40060,"Richmond, VA",2021,4,345,347.48
40060,"Richmond, VA",2022,1,366.97,364.97
40060,"Richmond, VA",2022,2,388.66,378.92
40060,"Richmond, VA",2022,3,376.56,374.14
40060,"Richmond, VA",2022,4,381.09,384.52
40060,"Richmond, VA",2023,1,394.14,391.26
40060,"Richmond, VA",2023,2,406.39,396.06
40060,"Richmond, VA",2023,3,410.28,407.88
40140,"Riverside-San Bernardino-Ontario, CA",1991,1,100,100
40140,"Riverside-San Bernardino-Ontario, CA",1991,2,100.29,100.2
40140,"Riverside-San Bernardino-Ontario, CA",1991,3,99.08,99.14
40140,"Riverside-San Bernardino-Ontario, CA",1991,4,100.15,99.28
40140,"Riverside-San Bernardino-Ontario, CA",1992,1,98.81,98.83
40140,"Riverside-San Bernardino-Ontario, CA",1992,2,97.48,97.42
40140,"Riverside-San Bernardino-Ontario, CA",1992,3,97.3,97.27
40140,"Riverside-San Bernardino-Ontario, CA",1992,4,95.59,94.84
40140,"Riverside-San Bernardino-Ontario, CA",1993,1,93.51,93.51
40140,"Riverside-San Bernardino-Ontario, CA",1993,2,91.35,91.34
40140,"Riverside-San Bernardino-Ontario, CA",1993,3,88.36,88.21
40140,"Riverside-San Bernardino-Ontario, CA",1993,4,88.37,87.78
40140,"Riverside-San Bernardino-Ontario, CA",1994,1,85.09,85.11
40140,"Riverside-San Bernardino-Ontario, CA",1994,2,84.03,84.01
40140,"Riverside-San Bernardino-Ontario, CA",1994,3,82.98,82.72
40140,"Riverside-San Bernardino-Ontario, CA",1994,4,81.9,81.46
40140,"Riverside-San Bernardino-Ontario, CA",1995,1,80.73,80.79
40140,"Riverside-San Bernardino-Ontario, CA",1995,2,80.13,80.06
40140,"Riverside-San Bernardino-Ontario, CA",1995,3,81.16,80.8
40140,"Riverside-San Bernardino-Ontario, CA",1995,4,79.21,78.9
40140,"Riverside-San Bernardino-Ontario, CA",1996,1,79.92,80.04
40140,"Riverside-San Bernardino-Ontario, CA",1996,2,79.13,78.95
40140,"Riverside-San Bernardino-Ontario, CA",1996,3,78.92,78.52
40140,"Riverside-San Bernardino-Ontario, CA",1996,4,78.95,78.79
40140,"Riverside-San Bernardino-Ontario, CA",1997,1,77.74,77.87
40140,"Riverside-San Bernardino-Ontario, CA",1997,2,78.95,78.66
40140,"Riverside-San Bernardino-Ontario, CA",1997,3,79.93,79.5
40140,"Riverside-San Bernardino-Ontario, CA",1997,4,80.22,80.14
40140,"Riverside-San Bernardino-Ontario, CA",1998,1,82.11,82.29
40140,"Riverside-San Bernardino-Ontario, CA",1998,2,84.88,84.43
40140,"Riverside-San Bernardino-Ontario, CA",1998,3,86.69,86.25
40140,"Riverside-San Bernardino-Ontario, CA",1998,4,88.6,88.58
40140,"Riverside-San Bernardino-Ontario, CA",1999,1,90.46,90.68
40140,"Riverside-San Bernardino-Ontario, CA",1999,2,93.44,92.87
40140,"Riverside-San Bernardino-Ontario, CA",1999,3,94.76,94.29
40140,"Riverside-San Bernardino-Ontario, CA",1999,4,96.36,96.35
40140,"Riverside-San Bernardino-Ontario, CA",2000,1,98.61,98.88
40140,"Riverside-San Bernardino-Ontario, CA",2000,2,101.92,101.29
40140,"Riverside-San Bernardino-Ontario, CA",2000,3,104.01,103.43
40140,"Riverside-San Bernardino-Ontario, CA",2000,4,106.83,106.86
40140,"Riverside-San Bernardino-Ontario, CA",2001,1,109.26,109.54
40140,"Riverside-San Bernardino-Ontario, CA",2001,2,113.25,112.65
40140,"Riverside-San Bernardino-Ontario, CA",2001,3,116,115.23
40140,"Riverside-San Bernardino-Ontario, CA",2001,4,118.15,118.18
40140,"Riverside-San Bernardino-Ontario, CA",2002,1,122.08,122.46
40140,"Riverside-San Bernardino-Ontario, CA",2002,2,127.52,126.96
40140,"Riverside-San Bernardino-Ontario, CA",2002,3,134.39,133.31
40140,"Riverside-San Bernardino-Ontario, CA",2002,4,139.2,139.26
40140,"Riverside-San Bernardino-Ontario, CA",2003,1,144.59,145.07
40140,"Riverside-San Bernardino-Ontario, CA",2003,2,152.45,151.9
40140,"Riverside-San Bernardino-Ontario, CA",2003,3,160.67,159.14
40140,"Riverside-San Bernardino-Ontario, CA",2003,4,169.32,169.45
40140,"Riverside-San Bernardino-Ontario, CA",2004,1,181.06,181.85
40140,"Riverside-San Bernardino-Ontario, CA",2004,2,195.55,194.75
